Key	Value
重载所有脚本	Nặng chở tất cả kịch bản gốc
重载脚本结束	Nặng chở kịch bản gốc kết thúc
游戏中才能执行Lua	Trong trò chơi mới có thể chấp hành Lua
重载Lua	Nặng chở Lua
重载Thing	Nặng chở Thing
重载MapStory	Nặng chở MapStory
重载SkillTree	Nặng chở SkillTree
重载Modifier	Nặng chở Modifier
重载Skill	Nặng chở Skill
重载FightDriver	Nặng chở FightDriver
重载PlaceDefs	Nặng chở PlaceDefs
成功！	Thành công!
失败！	Thất bại!
当前阵图仍未保存，无法配置布局	Trước mắt trận đồ vẫn chưa bảo tồn, không cách nào phối trí bố cục
当前阵图无内容，无法配置布局	Trước mắt trận đồ không nội dung, không cách nào phối trí bố cục
当前阵图配置仍未保存，无法搭建阵图	Trước mắt trận đồ phối trí vẫn chưa bảo tồn, không cách nào dựng trận đồ
ui状态异常，请关闭ui再次打开	ui Trạng thái dị thường, xin tắt ui Lần nữa mở ra
阵图：{0} 阵法：{1}号	Trận đồ: {0} Trận pháp: {1} Hào
阵图：{0}	Trận đồ: {0}
新建阵图	Mới xây trận đồ
当前仍有未保存的阵图，是否保存	Trước mắt vẫn có chưa bảo tồn trận đồ, phải chăng bảo tồn
不能改变仙阵阵图	Không thể thay đổi tiên trận trận đồ
当前阵图节点数过少，无法保存	Trước mắt trận đồ tiết điểm đếm qua ít, không cách nào bảo tồn
命名阵图	Mệnh danh trận đồ
无效阵图，无法布阵	Vô hiệu trận đồ, không cách nào bày trận
残缺阵图，无法布阵	Không trọn vẹn trận đồ, không cách nào bày trận
阵枢需要一个满足条件的角色主持才可以布阵	Trận trụ cột cần một cái thỏa mãn điều kiện nhân vật chủ trì mới có thể bày trận
请输入阵法名字	Xin điền vào trận pháp danh tự
修改名称	Sửa chữa tên
你保存了一个阵法配置，现在你可以通过阵枢角色身上的结阵按钮来进行结阵。	Ngươi giữ một cái trận pháp phối trí, hiện tại ngươi có thể thông qua trận trụ cột nhân vật trên thân kết trận nút bấm đến tiến hành kết trận.
已将分享字符串复制到剪切板	Đã xem chia sẻ ký tự xuyên phục chế đến chia cắt tấm
请输入阵图字符串	Xin điền vào trận đồ ký tự xuyên
分享字符串错误，无法使用	Chia sẻ ký tự xuyên sai lầm, không cách nào sử dụng
存在未激活阵眼，无法使用	Tồn tại chưa kích hoạt trận nhãn, không cách nào sử dụng
请选择一个阵枢	Mời lựa chọn một cái trận trụ cột
请选择一个阵眼	Mời lựa chọn một cái trận nhãn
当前阵图仍有阵眼，无法删除阵枢	Trước mắt trận đồ vẫn có trận nhãn, không cách nào xóa bỏ trận trụ cột
请输入阵图名字	Xin điền vào trận đồ danh tự
-复制	- Phục chế
当前阵图有正在运转的阵法，无法删除	Trước mắt trận đồ có ngay tại vận chuyển trận pháp, không cách nào xóa bỏ
当前阵图有阵法配置，即将删除配套阵法，是否确定	Trước mắt trận đồ có trận pháp phối trí, sắp xóa bỏ nguyên bộ trận pháp, phải chăng xác định
是否确定删除该阵法	Phải chăng xác định xóa bỏ trận pháp này
阵枢：	Trận trụ cột:
无	Không
阵眼：	Trận nhãn:
[点击编辑配置]	[ Điểm kích biên tập phối trí ]
{0}\n阵枢：\n　无\n阵眼:\n　无\n[点击编辑配置]	{0}\n Trận trụ cột: \n Không \n Trận nhãn:\n Không \n[ Điểm kích biên tập phối trí ]
[点击配置阵法]	[ Điểm kích phối trí trận pháp ]
点击配置	Điểm kích phối trí
还未设置该模组的预览图	Còn chưa thiết trí nên mô tổ dự lãm đồ
还未设置该模组的名称	Còn chưa thiết trí nên mô tổ danh xưng
确定更新模组内容吗？	Xác định đổi mới mô tổ nội dung sao?
分享	Chia sẻ
\r\n[内容]	\r\n[ Nội dung ]
上传	Thượng truyền
更新	Đổi mới
添加新故事	Tăng thêm chuyện xưa mới
印记	Ấn ký
脸部伤痕	Bộ mặt vết thương
伤疤	Vết sẹo
有资源未下载完成，退出将被取消，确定要退出吗？	Có tài nguyên chưa xuống chở hoàn thành, rời khỏi đem bị hủy bỏ, nhất định phải thối lui ra không?
正在下载 ： 0	Ngay tại download : 0
未下载	Chưa xuống chở
等待激活	Chờ đợi kích hoạt
已激活	Đã kích hoạt
[color=#FF0000]模组商店获取失败[/color]	[color=#FF0000] Mô tổ cửa hàng thu hoạch thất bại [/color]
正在下载 ：	Ngay tại download :
下载	Download
: 等待服务器响应	: Chờ đợi Server hưởng ứng
正在下载	Ngay tại download
取消下载	Hủy bỏ download
{0} 下载失败，请检查网络连接是否稳定，同时移至Steam下载界面恢复下载	{0} Download thất bại, mời kiểm tra mạng lưới kết nối phải chăng ổn định, đồng thời dời đi Steam Download giao diện khôi phục lại chở
\n下载失败，请尝试重新下载	\n Download thất bại, mời nếm thử một lần nữa download
[color=#FF0000]下载失败[/color]	[color=#FF0000] Download thất bại [/color]
{0} 下载超时，请检查网络连接，或移至Steam下载界面恢复下载	{0} Download quá thời gian, mời kiểm tra mạng lưới kết nối, hoặc dời đi Steam Download giao diện khôi phục lại chở
总大小:	Tổng lớn nhỏ:
当前进度:	Khi tiến lên độ:
Lua代码不能为空	Lua Dấu hiệu không thể vì không
\n元神修行境界不足	\n Nguyên Thần cảnh giới tu hành không đủ
\n角色属性底蕴不足	\n Nhân vật thuộc tính nội tình không đủ
技能丢失	Kỹ năng mất đi
已合练	Đã hợp luyện
未合练	Chưa hợp luyện
未达到元神期，无法进行元神寄托的仪式。	Chưa đạt tới Nguyên Thần kỳ, không cách nào tiến hành Nguyên Thần ký thác nghi thức.
元神期的修行者可以以自身的元神分神为载体，将自己对修行的体会寄托于装备之上。	Nguyên Thần kỳ người tu hành có thể lấy tự thân Nguyên Thần phân thần làm vật trung gian, đem mình đối với tu hành trải nghiệm ký thác tại trang bị phía trên.
是否切换绘制模式，此操作会导致刷新符咒绘制面板且不会退还灵力。	Phải chăng hoán đổi vẽ hình thức, thao tác này sẽ dẫn đến đổi mới phù chú vẽ bảng lại không sẽ trả lại linh lực.
是否切换符咒种类，此操作会导致刷新符咒绘制面板且不会退还灵力。	Phải chăng hoán đổi phù chú chủng loại, thao tác này sẽ dẫn đến đổi mới phù chú vẽ bảng lại không sẽ trả lại linh lực.
空白	Trống không
似乎随便画画就可以得到神奇的结果。	Tựa hồ tùy tiện vẽ tranh liền có thể đạt được thần kỳ kết quả.
白元法	Bạch Nguyên pháp
角色当前灵力不足以驱动此术！	Nhân vật trước mắt linh lực không đủ để khu động này thuật!
以灵气绘制本命真符，能保证最低效果。	Lấy linh khí vẽ bản mệnh chân phù, có thể bảo chứng thấp nhất hiệu quả.
以10倍于白元法的灵气绘制本命真符，符咒效果提高1倍。	Lấy 10 Lần tại Bạch Nguyên pháp linh khí vẽ bản mệnh chân phù, phù chú hiệu quả đề cao 1 Lần.
以100倍于白元法的灵气绘制本命真符，符咒效果提高2倍。	Lấy 100 Lần tại Bạch Nguyên pháp linh khí vẽ bản mệnh chân phù, phù chú hiệu quả đề cao 2 Lần.
以1000倍于白元法的灵气绘制本命真符，符咒效果提高3倍。	Lấy 1000 Lần tại Bạch Nguyên pháp linh khí vẽ bản mệnh chân phù, phù chú hiệu quả đề cao 3 Lần.
以10000倍于白元法的灵气绘制本命真符，符咒效果提高4倍。	Lấy 10000 Lần tại Bạch Nguyên pháp linh khí vẽ bản mệnh chân phù, phù chú hiệu quả đề cao 4 Lần.
已将分享码复制到粘贴板中。	Đã xem chia sẻ mã phục chế đến dán tấm bên trong.
分享码无效。	Chia sẻ mã vô hiệu.
分享码	Chia sẻ mã
地图种子	Địa đồ hạt giống
未选择	Chưa lựa chọn
[color=#008800]（已完成）[/color]	[color=#008800]( Đã hoàn thành )[/color]
可完成成就：	Có thể hoàn thành thành tựu:
拍照模式	Chụp ảnh hình thức
问题上报	Vấn đề báo cáo
读档	Tải
新建地图	Mới xây địa đồ
地图存储	Địa đồ tồn trữ
地图读取	Địa đồ đọc đến
地图测试	Địa đồ khảo thí
自定义快捷键	Tự định nghĩa Phím tắt
难度调整	Độ khó điều chỉnh
请先建造工作台！	Mời trước kiến tạo bàn làm việc!
系统设置	Hệ thống thiết trí
{1}季\n剩余{0}天	{1} Quý \n Còn thừa {0} Trời
游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]	Trò chơi Tạm dừng / Tiếp tục \n[keycode]GamePauseOrPlay[/keycode]
1倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	1 Lần nhanh \n[keycode]SpeedP[/keycode] Giảm xuống tốc độ \n[keycode]SpeedN[/keycode] Tốc độ tăng lên
2倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	2 Lần nhanh \n[keycode]SpeedP[/keycode] Giảm xuống tốc độ \n[keycode]SpeedN[/keycode] Tốc độ tăng lên
{0}倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	{0} Lần nhanh \n[keycode]SpeedP[/keycode] Giảm xuống tốc độ \n[keycode]SpeedN[/keycode] Tốc độ tăng lên
极速模式\n时间会以极快的速度流动，在此模式下会关闭大部分图形效果	Cực tốc hình thức \n Thời gian sẽ lấy cực nhanh tốc độ lưu động, ở đây hình thức hạ sẽ quan bế đại bộ phận đồ hình hiệu quả
地图名称	Địa đồ tên
地图描述	Địa đồ miêu tả
地图内容	Trong địa đồ cho
返回主菜单	Trở về sảnh
返回主菜单将会丢失所有未保存的进度，确定要返回吗？	Trở về món chính đơn sẽ mất đi tất cả chưa bảo tồn tiến độ, nhất định phải trở về sao?
退出游戏	Rời khỏi trò chơi
退出将会丢失所有未保存的进度，确定要退出吗？	Rời khỏi sẽ mất đi tất cả chưa bảo tồn tiến độ, nhất định phải thối lui ra không?
存档并返回	Lưu trữ cũng trở về
存档并退出	Lưu trữ cũng rời khỏi
数据与成就	Số liệu cùng thành tựu
难度查看	Độ khó xem xét
返回	Trở về
返回门派	Trở về môn phái
\n[color=#009600]风水建筑[/color]	\n[color=#009600] Phong thuỷ kiến trúc [/color]
\n[color=#B65704]地形需求[/color]	\n[color=#B65704] Địa hình nhu cầu [/color]
\n[color=#B65704]产出:[/color]	\n[color=#B65704] Sản xuất:[/color]
[本地蓝图]\n	[ Bản địa bản thiết kế ]\n
[MOD蓝图（来自MOD  {0}）]\n	[MOD Bản thiết kế ( Đến từ MOD {0})]\n
蓝图中存在失落之物!	Bản thiết kế bên trong tồn tại thất lạc chi vật!
<font color=#FF0000>此蓝图需要安装以下DLC:</font>	<font color=#FF0000> Này bản thiết kế cần lắp đặt trở xuống DLC:</font>
蓝图中无可造建筑	Bản thiết kế bên trong không thể tạo kiến trúc
蓝图中存在未解锁建筑!	Bản thiết kế bên trong tồn tại chưa giải khóa kiến trúc!
神秘地点	Thần bí điểm
确定要离开此地吗？	Nhất định phải rời đi nơi đây sao?
还不能离开，因为\n{0}	Còn không thể rời đi, bởi vì \n{0}
快捷键	Phím tắt
目标	Mục tiêu
时间变化	Thời gian biến hóa
调整当前时间	Điều chỉnh trước mắt thời gian
季节变化	Mùa biến hóa
更换当前季节	Thay đổi trước mắt mùa
天气变化	Thời tiết biến hóa
更换天气	Thay đổi thời tiết
生成物品	Tạo ra vật phẩm
生成随机原材料的物品。	Tạo ra ngẫu nhiên nguyên vật liệu vật phẩm.
拍照模式。	Chụp ảnh hình thức.
天气与季节	Thời tiết cùng mùa
更换当前天气与季节	Thay đổi trước mắt thời tiết cùng mùa
地图编辑	Địa đồ biên tập
编辑地图及生成地图中的物品。	Biên tập địa đồ cùng tạo ra trong địa đồ vật phẩm.
角色生成	Nhân vật tạo ra
生成随机角色。	Tạo ra ngẫu nhiên nhân vật.
Trap编辑。	Trap Biên tập.
对话编辑	Đối thoại biên tập
编辑对话。	Biên tập đối thoại.
路线编辑	Lộ tuyến biên tập
编辑移动路线。	Biên tập di động lộ tuyến.
指定天气	Chỉ định thời tiết
当前天气变化为指定的天气	Trước mắt thời tiết biến hóa thành chỉ định thời tiết
地形	Địa hình
坐标点	Tọa độ
矿物	Khoáng vật
特殊物品	Đặc thù vật phẩm
随机普通矿	Ngẫu nhiên phổ thông mỏ
随机中级矿	Ngẫu nhiên trung cấp mỏ
随机高级矿石	Ngẫu nhiên cao cấp khoáng thạch
随机鲜花	Ngẫu nhiên hoa tươi
随机秘籍	Ngẫu nhiên bí tịch
随机生成一本秘籍	Ngẫu nhiên tạo ra một bản bí tịch
随机法宝	Ngẫu nhiên pháp bảo
随机生成一个法宝	Ngẫu nhiên tạo ra một cái pháp bảo
随机符咒	Ngẫu nhiên phù chú
随机生成一个符咒	Ngẫu nhiên tạo ra một cái phù chú
普通物品	Vật phẩm bình thường
调整	Điều chỉnh
对象升阶	Đối tượng thăng giai
将一个对象的品质升阶	Đem một cái đối tượng phẩm chất thăng giai
对象降阶	Đối tượng hàng giai
将一个对象的品质降阶	Đem một cái đối tượng phẩm chất hàng giai
变成法宝	Biến thành pháp bảo
将一个物品变成法宝	Đem một cái vật phẩm biến thành pháp bảo
变成精怪	Biến thành tinh quái
将一个对象变成精怪	Đem một cái đối tượng biến thành tinh quái
精怪化形	Tinh quái biến hóa
将一个物品灵淬	Đem một cái vật phẩm linh tôi
分裂镇物	Phân liệt trấn vật
将物品分裂出一个未鉴定的镇物	Đem vật phẩm chia ra một cái chưa giám định trấn vật
